a,1741
b,178
c,642
d,734
e,1939
f,117
g,115
h,60
i,923
j,99
k,0
l,822
m,300
n,903
o,1233
p,486
q,108
r,981
s,1061
t,766
u,430
v,124
w,1
x,16
y,97
z,42
à,0
á,48
ç,0
è,0
é,31
í,56
ñ,46
ò,0
ó,81
ú,14
ü,0
