a,1680
b,178
c,584
d,542
e,1784
f,120
g,210
h,57
i,1065
j,20
k,0
l,867
m,343
n,882
o,703
p,491
q,154
r,987
s,1130
t,1134
u,420
v,151
w,1
x,59
y,43
z,27
à,37
á,0
ç,5
è,44
é,36
í,29
ñ,0
ò,11
ó,73
ú,4
ü,4
