a,9678
b,1089
c,4644
d,4107
e,12481
f,677
g,1270
h,219
i,8371
j,356
k,0
l,7067
m,2436
n,5772
o,4727
p,2693
q,707
r,6751
s,8456
t,6724
u,3164
v,888
w,3
x,401
y,120
z,87
à,521
á,1
ç,79
è,273
é,237
í,241
ñ,1
ò,263
ó,724
ú,131
ü,31
