a,27447
b,2720
c,14412
d,12898
e,30860
f,1585
g,2918
h,568
i,18967
j,976
k,8
l,15912
m,5039
n,16308
o,18699
p,6287
q,869
r,14860
s,17353
t,14075
u,7635
v,1830
w,3
x,299
y,2556
z,474
à,0
á,595
ç,0
è,2
é,432
í,1457
ñ,590
ò,0
ó,2695
ú,319
ü,27
