a,61162
b,6549
c,29584
d,22867
e,72895
f,3790
g,8787
h,1899
i,49637
j,1462
k,17
l,41689
m,13712
n,33810
o,24260
p,15335
q,3477
r,35157
s,41719
t,42152
u,17988
v,5411
w,3
x,2894
y,1376
z,446
à,1689
á,0
ç,210
è,2767
é,1837
í,1912
ñ,2
ò,814
ó,5207
ú,871
ü,207
